feature_id	feature_name	target_class	human_gene_symbol	validation_assay	validation_feature	mapping_method	mapping_confidence	mapping_needs_llm_review	mapping_needs_manual_review	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	correlation_status	spearman_correlation	pearson_correlation	linear_model_r_squared	n_groups	positive_rate	positive_n_cells	target_positive_rate	non_target_positive_rate	tnr_raw	target_dropout_pct	gmm_quality_status	adt_signal_class	adt_signal_reason	final_label	final_confidence	decision_source	final_reason	recommended_action	llm_review_needed	llm_review_reason	candidate_labels
mAOC0500	mAOC-CD16a	gene	FCGR3A	RNA	FCGR3A	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	GMP-L;MKP;Monocyte	MEBEMP-L;Monocyte;NK/T	Monocyte	Monocyte	Monocyte;NK/T	FALSE		ok	-0.0944584167049519	0.259992841613671	0.0675962776903515	9	NA	NA	NA	NA	2.781994	98.713826	fit_failed	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.094 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.094 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0505	mAOC-CD35	gene	CR1	RNA	CR1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	B;GMP-L;Monocyte	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		ok	0.616666666666667	0.949815847786256	0.902150144705924	9	7.126195	947	95.749705	1.093072	109.152674	1.062574	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0506	mAOC-CD31	gene	PECAM1	RNA	PECAM1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;Monocyte;NK/T	CLP;HSC_MPP;MKP				FALSE		ok	0.166666666666667	0.197108031219387	0.0388515759711828	9	2.001656	266	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.167 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.167 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0507	mAOC-CD11c	gene	ITGAX	RNA	ITGAX	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;MKP;NK/T	CLP;GMP-L;Monocyte			Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.4	-0.0220586706261346	0.000486584949792294	9	NA	NA	NA	NA	5.722902	97.948718	unimodal_like	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.400 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.400 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0508	mAOC-CD157	gene	BST1	RNA	BST1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MKP;Monocyte	MKP;Monocyte	Monocyte	Monocyte	FALSE		ok	0.0836827408755723	-0.136723044782161	0.0186931909745047	9	0.955678	127	2.051282	0.939362	6.208695	91.794872	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.084 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.084 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0509	mAOC-CD277	gene	BTN3A1	RNA	BTN3A1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	B;ERYP;NK/T	NK/T			FALSE		ok	0	0.656265679076103	0.430684641533219	9	0.887952	118	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.000 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.000 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0518-1	mAOC-ACVR2B	gene	ACVR2B	RNA	ACVR2B	llm:name_to_gene	0.96	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L				FALSE		ok	-0.65	-0.379327666706981	0.143889478729362	9	0.624577	83	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.650 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.650 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0519-1	mAOC-CD246	gene	ALK	RNA	ALK	llm:name_to_gene	0.90	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	CLP;HSC_MPP;Monocyte	Monocyte			FALSE		ok	-0.0502096445253434	-0.11482384989261	0.0131845165041607	9	0.850327	113	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.050 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.050 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0520	mAOC-TNFA	gene	TNF	RNA	TNF	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	llm_marker_prior	0.85	B;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	FALSE		ok	0.5	0.809184973482333	0.654780321309604	9	0.097825	13	1.286174	0.069348	7.658833	91.961415	rare_positive	rare_target_enriched_low_count	Very few positive cells, but positives are target-enriched; treat as biologically plausible but unstable.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as rare_target_enriched_low_count.	Use as target-consistent ADT feature.	FALSE		
mAOC0522-1	mAOC-CD350	gene	FZD10	RNA	FZD10	llm:name_to_gene	0.92	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T					FALSE		ok	NA	NA	NA	9	1.234103	164	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0523-1	mAOC-GLP1R	gene	GLP1R	RNA	GLP1R	llm:name_to_gene	0.96	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP				FALSE		ok	-0.0912870929175277	-0.410792282175085	0.168750299094615	9	NA	NA	NA	NA	NA	NA	unimodal_like	no_target_threshold_unavailable	No expected target groups and no usable threshold was selected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.091 < 0.200. | Step 6 signal class is no_target_threshold_unavailable, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.091 < 0.200. | Step 6 signal class is no_target_threshold_unavailable, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0524	mAOC-GPC2	gene	GPC2	RNA	GPC2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;NK/T	NK/T			FALSE		ok	-0.15	0.820266461924631	0.672837068558352	9	0.233276	31	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.150 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.150 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0525	mAOC-HTR2B	gene	HTR2B	RNA	HTR2B	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	B;MEBEMP-L;MKP	B			FALSE		ok	-0.343099237589846	-0.726886764835344	0.528364368892793	9	0.1505	20	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.343 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.343 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0526	mAOC-CD213a2	gene	IL13RA2	RNA	IL13RA2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;HSC_MPP;MKP	MKP			FALSE		ok	-0.559402390487169	-0.405802285962887	0.164675495292705	9	0.481601	64	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.559 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.559 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0527	mAOC-CD220	gene	INSR	RNA	INSR	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	B;GMP-L;NK/T	B;NK/T			FALSE		ok	0.366666666666667	0.0967149234510353	0.00935377641813963	9	0.985778	131	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0528	mAOC-Galectin-3	gene	LGALS3	RNA	LGALS3	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.9	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	0.216666666666667	-0.00555959447222614	3.09090906956073e-05	9	NA	NA	NA	NA	5.146435	97.948718	unimodal_like	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	llm_review_needed		rule:llm_queue	Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0529	mAOC-CD257	gene	TNFSF13B	RNA	TNFSF13B	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.85	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	Monocyte	Monocyte	FALSE		ok	0.166666666666667	0.442121215211077	0.19547116893972	9	0.195651	26	1.025641	0.18329	7.758373	96.410256	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.167 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.167 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious
mAOC0530	mAOC-CD279	gene	PDCD1	RNA	PDCD1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	B;ERYP;MEBEMP-L	B	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	-0.39330888211519	-0.136938766662012	0.0187522258149131	9	0.248326	33	0	0.250512	2.685171	85.344828	threshold_uncertain	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.393 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.393 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0531	mAOC-TNFSF12	gene	TNFSF12	RNA	TNFSF12	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	CLP;HSC_MPP;MKP	MKP			FALSE		ok	-0.419920627420627	-0.30307625261139	0.0918552148969629	9	0.278426	37	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.420 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.420 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0532	mAOC-CD314	gene	KLRK1	RNA	KLRK1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;MKP;NK/T	MKP;NK/T	NK/T	NK/T	FALSE		ok	0.117155837225801	0.808426724056597	0.653553768168882	9	1.181428	157	7.758621	1.12351	2.17818	70.689655	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.117 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.117 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious
mAOC0533	mAOC-CD274	gene	CD274	RNA	CD274	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	0.433333333333333	-0.0403036188193479	0.00162438168993529	9	1.241628	165	1.538462	1.237208	4.495182	90.769231	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0534	mAOC-CD64	gene	FCGR1A	RNA	FCGR1A	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;MEBEMP-L		Monocyte		TRUE	No observed validation-high group overlaps expected prior groups.	ok	-0.209206852188931	-0.401926909215249	0.161545240351323	9	8.924675	1186	9.74359	8.912479	3.905928	81.538462	trimodal_candidate	ambiguous_trimodal	Trimodal distribution without clear target enrichment under selected threshold.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.209 < 0.200. | Step 6 signal class is ambiguous_trimodal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.209 < 0.200. | Step 6 signal class is ambiguous_trimodal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0540	mAOC-CD117	gene	KIT	RNA	KIT	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	GMP-L;HSC_MPP;MEBEMP-L	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L			GMP-L;MEBEMP-L	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.85	-0.574921190326398	0.330534375086322	9	1.497479	199	1.054092	3.435732	0.468715	96.643551	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.850 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.850 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0541	mAOC-KLB	gene	KLB	RNA	KLB	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	B;ERYP;HSC_MPP	B			FALSE		ok	-0.252412601135762	0.351011087681587	0.123208783675411	9	3.77756	502	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.252 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.252 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0542	mAOC-CD107a	gene	LAMP1	RNA	LAMP1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	GMP-L;Monocyte;NK/T	Monocyte;NK/T			FALSE		ok	0.416666666666667	0.271158594263612	0.0735269832430181	9	0.331101	44	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0543	mAOC-GARP	gene	LRRC32	RNA	LRRC32	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;MKP	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	-0.0169515875905203	0.102992769415089	0.0106075105517896	9	0.398826	53	0.862069	0.394747	1.658987	85.344828	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.017 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.017 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0544	mAOC-MICA	gene	MICA	RNA	MICA	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;MKP	MKP			FALSE		ok	-0.4	-0.587841791351007	0.345557971658761	9	0.895477	119	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.400 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.400 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0545	mAOC-CD335	gene	NCR1	RNA	NCR1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;Monocyte;NK/T	Monocyte;NK/T	NK/T	NK/T	FALSE		ok	0.460255074815648	0.949359603675263	0.901283657090453	9	1.85868	247	5.172414	1.8295	1.604198	67.241379	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0548	mAOC-SLC40A1	gene	SLC40A1	RNA	SLC40A1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	ERYP;Monocyte	llm_marker_prior	0.82	MKP;Monocyte;NK/T	ERYP;GMP-L;MKP	MKP	Monocyte	ERYP	FALSE		ok	-0.577410912041449	-0.403304078605486	0.16265417981982	9	1.66303	221	2.204724	1.635846	2.268081	93.543307	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.577 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.577 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0549	mAOC-CD366	gene	HAVCR2	RNA	HAVCR2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	CLP;HSC_MPP;Monocyte	CLP;MEBEMP-L;Monocyte	CLP;Monocyte			FALSE		ok	0.45	0.568818423234432	0.323554398610905	9	37.391828	4969	NA	NA	NA	NA	trimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0550	mAOC-CD262	gene	TNFRSF10B	RNA	TNFRSF10B	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	CLP;HSC_MPP;Monocyte	Monocyte			FALSE		ok	-0.383333333333333	-0.551061407532053	0.303668674871208	9	0.338626	45	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.383 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.383 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0551	mAOC-CD269	gene	TNFRSF17	RNA	TNFRSF17	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;MEBEMP-L			B	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.188128033165568	-0.110565062819501	0.0122246331162803	9	1.99413	265	2.607362	1.962491	1.525663	93.09816	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.188 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.188 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0553	mAOC-TSHR	gene	TSHR	RNA	TSHR	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP	MKP			FALSE		ok	-0.423789689763007	-0.525075782455128	0.275704577320865	9	0.173075	23	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.424 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.424 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
