feature_id	feature_name	target_class	human_gene_symbol	validation_assay	validation_feature	mapping_method	mapping_confidence	mapping_needs_llm_review	mapping_needs_manual_review	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	correlation_status	spearman_correlation	pearson_correlation	linear_model_r_squared	n_groups	positive_rate	positive_n_cells	target_positive_rate	non_target_positive_rate	tnr_raw	target_dropout_pct	gmm_quality_status	adt_signal_class	adt_signal_reason	final_label	final_confidence	decision_source	final_reason	recommended_action	llm_review_needed	llm_review_reason	candidate_labels
mAOC0608	mAOC-CDH8	gene	CDH8	RNA	CDH8	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	CLP;GMP-L;HSC_MPP				FALSE		ok	-0.401663208837122	-0.343928372499144	0.11828672540991	9	1.264203	168	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.402 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.402 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0610	mAOC-CD334	gene	FGFR4	RNA	FGFR4	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		ok	-0.593305565668209	-0.510202481169679	0.260306571791696	9	2.159681	287	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.593 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.593 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0611	mAOC-CD166	gene	ALCAM	RNA	ALCAM	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	CLP;GMP-L;HSC_MPP	CLP;GMP-L;Monocyte	CLP;GMP-L	HSC_MPP		TRUE	No observed validation-high group overlaps expected prior groups.	ok	0.333333333333333	-0.0227391963419713	0.000517071050278724	9	51.320641	6820	68.597044	22.999007	2.152334	14.126484	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | Step 6 signal is target-enriched (target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | Step 6 signal is target-enriched (target_enriched), but other evidence needs semantic adjudication.	correct;suspicious;wrong
mAOC0613	mAOC-CD66a	gene	CEACAM1	RNA	CEACAM1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T	Monocyte		TRUE	No observed validation-high group overlaps expected prior groups.	ok	0.292889593064503	0.0280381137044285	0.000786135820102462	9	3.920536	521	8.717949	3.849091	5.688345	76.410256	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0614	mAOC-F2	gene	F2	RNA	F2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	HSC_MPP;Monocyte;NK/T	GMP-L;HSC_MPP;MKP	HSC_MPP			FALSE		ok	-0.0547722557505166	-0.302190670185346	0.0913192011470685	9	6.456468	858	NA	NA	NA	NA	trimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.055 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.055 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0615	mAOC-SIGIRR	gene	SIGIRR	RNA	SIGIRR	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	CLP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L				FALSE		ok	-0.55	-0.543032701189325	0.294884514560975	9	5.41049	719	NA	NA	NA	NA	trimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.550 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.550 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0616	mAOC-CTSS	gene	CTSS	RNA	CTSS	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	llm_marker_prior	0.88	B;MKP;NK/T	B;CLP;Monocyte	B	B	B;Monocyte	FALSE		ok	-0.266666666666667	-0.152132523017195	0.0231443045595774	9	0.285951	38	0.118064	0.29738	2.209842	96.576151	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.267 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.267 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0617	mAOC-CSF3	gene	CSF3	RNA	CSF3	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	HSC_MPP;MKP;Monocyte	MKP;Monocyte			FALSE		ok	0.554482624066938	-0.0143258113734609	0.00020522887150798	9	1.670555	222	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0618	mAOC-SORT1	gene	SORT1	RNA	SORT1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	MEBEMP-L;MKP;Monocyte	MKP;Monocyte			FALSE		ok	-0.1	-0.0607158251654044	0.00368641142551594	9	21.64196	2876	NA	NA	NA	NA	trimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.100 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.100 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0619	mAOC-ROR2	gene	ROR2	RNA	ROR2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		ok	-0.576353978077689	-0.514592474646129	0.264805414962427	9	1.866205	248	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.576 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.576 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0629	mAOC-TSPAN8	gene	TSPAN8	RNA	TSPAN8	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	HSC_MPP;MKP;NK/T	HSC_MPP;MEBEMP-L;MKP	HSC_MPP;MKP			FALSE		ok	0.227733934884635	0.0238710346993753	0.000569826297618778	9	10.723154	1425	NA	NA	NA	NA	trimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0630	mAOC-CD84	gene	CD84	RNA	CD84	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;MKP;Monocyte	B;MEBEMP-L;MKP	B;MKP			FALSE		ok	0.544581148637171	0.69176826438271	0.478543331607067	9	NA	NA	NA	NA	NA	NA	fit_failed	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC363	mAOC-CD47	gene	CD47	RNA	CD47	llm:name_to_gene	0.96	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			FALSE		ok	0.566666666666667	0.716775511205556	0.513767133463987	9	2.483257	330	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC365	mAOC-CD29	gene	ITGB1	RNA	ITGB1	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;GMP-L;MKP	ERYP;MKP;Monocyte	MKP			FALSE		ok	-0.1	0.0685947383266567	0.00470523812610252	9	NA	NA	NA	NA	NA	NA	fit_failed	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC366	mAOC-CD244	gene	CD244	RNA	CD244	llm:name_to_gene	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	CLP;GMP-L;HSC_MPP;NK/T	llm_marker_prior	0.82	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	FALSE		ok	0.85	0.898368553702025	0.807066058280668	9	30.318308	4029	40.213859	5.146667	4.807109	35.611699	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC373	mAOC-CD81	gene	CD81	RNA	CD81	llm:name_to_gene	0.96	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	GMP-L;MEBEMP-L;NK/T	NK/T			FALSE		ok	-0.433333333333333	0.348602123637161	0.121523440604339	9	3.79261	504	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.433 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.433 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC374	mAOC-CD32	gene	FCGR2A	RNA	FCGR2A	llm:name_to_gene	0.72	FALSE	TRUE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;MKP;NK/T	ERYP;MKP;Monocyte	MKP		Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.272362619859278	0.0164508677875571	0.000270631050963678	9	0.01505	2	0	0.015274	0	100	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	mapping_confidence is below threshold: 0.72 < 0.8. | Step 1 mapping has needs_manual_review=TRUE. | Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.272 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	mapping_confidence is below threshold: 0.72 < 0.8. | Step 1 mapping has needs_manual_review=TRUE. | Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.272 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC375	mAOC-CD162	gene	SELPLG	RNA	SELPLG	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	GMP-L;HSC_MPP	CLP;Monocyte;NK/T				FALSE		ok	-0.273861278752583	-0.233951407729493	0.0547332611786115	9	NA	NA	NA	NA	NA	NA	fit_failed	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC376	mAOC-CD357	gene	TNFRSF18	RNA	TNFRSF18	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	GMP-L;MKP;NK/T	B;CLP;HSC_MPP		NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	-0.2	-0.0774235391834088	0.00599440441968485	9	NA	NA	NA	NA	0.908483	97.413793	unimodal_like	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.200 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.200 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC377	mAOC-CD326	gene	EPCAM	RNA	EPCAM	llm:name_to_gene	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	HSC_MPP;MEBEMP-L;Monocyte	ERYP;MEBEMP-L;MKP	MEBEMP-L			FALSE		ok	-0.120848924176614	-0.307711330544539	0.0946862629454902	9	NA	NA	NA	NA	NA	NA	fit_failed	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC378	mAOC-TGFBI	gene	TGFBI	RNA	TGFBI	llm:name_to_gene	0.96	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte			FALSE		ok	-0.0174077655955698	-0.131648481557745	0.01733132269646	9	0.01505	2	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.017 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.017 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC379	mAOC-CD68	gene	CD68	RNA	CD68	llm:name_to_gene	0.96	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	HSC_MPP	CLP;MKP;Monocyte			Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.136930639376292	-0.161431113658089	0.0260600044568908	9	NA	NA	NA	NA	0	100	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.137 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.137 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC381	mAOC-CD102	gene	ICAM2	RNA	ICAM2	llm:name_to_gene	0.92	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	HSC_MPP;MEBEMP-L	ERYP;MEBEMP-L;MKP	MEBEMP-L	HSC_MPP		TRUE	No observed validation-high group overlaps expected prior groups.	ok	0.0684653196881458	-0.0966407901506613	0.00933944232094415	9	NA	NA	NA	NA	0.048461	99.951539	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: 0.068 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: 0.068 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC382	mAOC-TIGIT	gene	TIGIT	RNA	TIGIT	llm:name_to_gene	0.96	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;CLP;NK/T	NK/T	NK/T	NK/T	FALSE		ok	-0.0508547627715608	0.706431044092017	0.499044820056937	9	0.270901	36	1.724138	0.258104	2.181945	85.344828	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.051 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.051 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious
mAOC383	mAOC-CD146	gene	MCAM	RNA	MCAM	llm:name_to_gene	0.94	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;MKP;NK/T	CLP;HSC_MPP;MKP	MKP			FALSE		ok	-0.147966007562343	-0.034327405868348	0.0011783707936503	9	0.195651	26	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.148 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.148 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC384	mAOC-CD158b2	gene	KIR2DL3	RNA	KIR2DL3	llm:name_to_gene	0.74	FALSE	TRUE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	CLP;HSC_MPP	HSC_MPP;NK/T	HSC_MPP		NK/T	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	0.34375	-0.169704595716727	0.0287996498073777	9	NA	NA	NA	NA	0	100	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	mapping_confidence is below threshold: 0.74 < 0.8. | Step 1 mapping has needs_manual_review=TRUE. | Step 5 prior review marked this row as needing manual review. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	mapping_confidence is below threshold: 0.74 < 0.8. | Step 1 mapping has needs_manual_review=TRUE. | Step 5 prior review marked this row as needing manual review. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC386	mAOC-CD85j	gene	LILRB1	RNA	LILRB1	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	B;HSC_MPP;MKP	B;CLP;Monocyte	B		Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.0210084033613445	-0.227697032123145	0.0518459384376884	9	NA	NA	NA	NA	0.321543	99.678457	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.021 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.021 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC387	mAOC-CD119	gene	IFNGR1	RNA	IFNGR1	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	GMP-L;HSC_MPP;MEBEMP-L	B;HSC_MPP;Monocyte	HSC_MPP			FALSE		ok	0.266666666666667	0.0721287186501612	0.00520255205411413	9	89.005945	11828	NA	NA	NA	NA	trimodal_candidate	no_target_broad_signal	No expected target groups but most cells are above threshold.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_broad_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_broad_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC388	mAOC-CD305	gene	LAIR1	RNA	LAIR1	llm:name_to_gene	0.94	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP;Monocyte	llm_marker_prior	0.85	HSC_MPP	CLP;Monocyte;NK/T		HSC_MPP	Monocyte	FALSE		ok	0	-0.121233909173332	0.0146976607334476	9	NA	NA	NA	NA	0.011836	99.988164	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.000 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.000 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC391	mAOC-CD304	gene	NRP1	RNA	NRP1	llm:name_to_gene	0.94	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	HSC_MPP;MEBEMP-L;Monocyte	CLP;MEBEMP-L;Monocyte	MEBEMP-L;Monocyte			FALSE		ok	0.316847213752536	-0.0279154795892349	0.000779274000696991	9	NA	NA	NA	NA	NA	NA	fit_failed	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC392	mAOC-CD352	gene	SLAMF6	RNA	SLAMF6	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	CLP;MKP;Monocyte	B;GMP-L;NK/T			B;NK/T	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.660022917860312	-0.359713158157761	0.12939355615183	9	NA	NA	NA	NA	0	100	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.660 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.660 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC411	mAOC-CD122	gene	IL2RB	RNA	IL2RB	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	CLP;Monocyte;NK/T	HSC_MPP;MKP;NK/T	NK/T	NK/T	NK/T	FALSE		ok	0.284521318976946	0.690862181572806	0.477290553927538	9	3.311009	440	25.862069	3.112427	4.403854	46.551724	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as rare_target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC413	mAOC-CD116	gene	CSF2RA	RNA	CSF2RA	llm:name_to_gene	0.93	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	GMP-L;Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	GMP-L;Monocyte	FALSE		ok	0.483333333333333	0.969794910016603	0.940502167494112	9	8.744074	1162	29.95338	7.280187	11.037015	63.403263	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC415	mAOC-CD158b1	gene	KIR2DL2	RNA	KIR2DL2	llm:name_to_gene	0.74	FALSE	TRUE	Adult_cHSPCs_Ultima_majority_voting	NK/T	llm_marker_prior	0.95	B;Monocyte;NK/T			NK/T		FALSE		insufficient_groups	NA	NA	NA	0	1.640455	218	15.517241	1.518257	6.776173	55.172414	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	mapping_confidence is below threshold: 0.74 < 0.8. | Step 1 mapping has needs_manual_review=TRUE. | RNA validation summary status is insufficient_groups. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	mapping_confidence is below threshold: 0.74 < 0.8. | Step 1 mapping has needs_manual_review=TRUE. | RNA validation summary status is insufficient_groups. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious;wrong
