feature_id	feature_name	target_class	assay	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	fit_input	gmm_status	gmm_message	gmm_quality_status	gmm_quality_message	adt_signal_class	adt_signal_reason	selected_k	fit_method	fit_n_cells	fit_n_cells_full	fit_n_unique	bic_k1	bic_k2	bic_k3	bic_delta_2_vs_1	bic_delta_3_vs_2	sigma_corrected	selected_threshold_clr	selected_threshold_method	threshold_noise_3sd	threshold_mid_3sd	threshold_intersection_1_2	threshold_intersection_2_3	component1_mean	component2_mean	component3_mean	component1_sd	component2_sd	component3_sd	component1_weight	component2_weight	component3_weight	separation_1_2	separation_2_3	overlap_1_2	overlap_2_3	positive_rate	positive_n_cells	negative_n_cells	snr_raw	tnr_raw	positive_cv_raw	si_raw	rd_raw	dr_raw	target_n_cells	target_positive_rate	non_target_positive_rate	target_dropout_pct
mAOC0465	mAOC-CD58	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	GMP-L;MKP;NK/T	B;CLP;Monocyte				FALSE		clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	1		105	105	105	83.918962	86.976633	77.653285	3.057671	-9.323349	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC0467	mAOC-CD24	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP	local_marker_prior	0.95	B;MKP;NK/T	B;MKP;NK/T	B;MKP;NK/T	B	B	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	2	normalmixEM	280	280	280	30.46844	96.387568	86.619812	65.919128	-9.767756	TRUE	0.844735	noise_3sd	0.844735	NA	0.680576	NA	0.404457	0.799825	NA	0.146759	0.218608	NA	0.772524	0.227476	NA	1.082109	NA	0.089726	NA	0.203176	27	13262	760.642249	1.630091	11.196152	7.825725	5.656287	0.998892	1158	0.345423	0.189597	97.495682
mAOC0470	mAOC-CD192	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;GMP-L;NK/T	CLP;GMP-L;Monocyte	GMP-L		Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	175	175	175	90.437578	111.671947	103.613264	21.234369	-8.058683	FALSE	0.499839	noise_3sd	0.499839	NA	0.383578	NA	0.269617	0.506486	NA	0.07674	0.179569	NA	0.504729	0.495271	NA	0.924153	NA	0.155298	NA	0.346151	46	13243	1002.938406	4.550252	21.405307	10.254283	3.790744	0.630504	195	0.512821	0.343669	98.461538
mAOC0472	mAOC-CD163	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.95	B;GMP-L;Monocyte	CLP;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	NA		39	NA	39	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.128205	NA	NA	NA	NA	195	NA	NA	98.974359
mAOC0473	mAOC-CD163	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.95	B;GMP-L;Monocyte	CLP;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	NA		39	NA	39	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.128205	NA	NA	NA	NA	195	NA	NA	98.974359
mAOC0474	mAOC-CD303	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;GMP-L;MKP	B;CLP;ERYP	ERYP			FALSE		clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	1		50	50	50	90.07276	88.083063	82.320512	-1.989697	-5.762551	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC0476	mAOC-CD127	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	CLP;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	245	245	245	93.957823	135.672264	124.630729	41.714441	-11.041535	FALSE	0.687042	noise_3sd	0.687042	NA	0.556081	NA	0.36088	0.659704	NA	0.108721	0.195691	NA	0.707598	0.292402	NA	0.981644	NA	0.112874	NA	0.210701	28	13261	826.309698	0.841735	11.529197	8.068611	5.613735	0.85382	622	0.160772	0.213152	96.141479
mAOC0478	mAOC-CD93	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP;Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	221	221	221	55.127391	90.456757	79.638418	35.329366	-10.818338	FALSE	0.720475	noise_3sd	0.720475	NA	0.580239	NA	0.360568	0.677972	NA	0.119969	0.217213	NA	0.727407	0.272593	NA	0.941342	NA	0.113358	NA	0.1806	24	13265	594.509804	0.77471	13.210791	8.78832	5.266772	0.88853	8449	0.130193	0.268595	98.567878
mAOC0479	mAOC-CD23	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	ERYP;MKP;NK/T	B;GMP-L;Monocyte			B	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	86	86	86	34.129523	64.770072	55.851572	30.640549	-8.9185	TRUE	0.496133	noise_3sd	0.496133	NA	0.395457	NA	0.199752	0.557922	NA	0.098794	0.124109	NA	0.706218	0.293782	NA	1.606843	NA	0.044792	NA	0.142975	19	13270	71.111962	1.22412	13.352942	18.339739	6.209987	0.614718	652	0	0.150352	99.386503
mAOC0481	mAOC-CD71	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	ERYP	local_marker_prior	0.95	ERYP;MKP;NK/T	ERYP;GMP-L;MEBEMP-L	ERYP	ERYP	ERYP	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_enrichment	Target and non-target signal are not clearly separated.	2	normalmixEM	261	261	261	7.226659	47.826547	41.970797	40.599888	-5.85575	FALSE	0.711403	noise_3sd	0.711403	NA	0.546401	NA	0.354596	0.663396	NA	0.118936	0.245113	NA	0.613837	0.386163	NA	0.848237	NA	0.154504	NA	0.278426	37	13252	579.799991	0.378314	17.594071	8.272229	4.207121	0.911416	440	0.909091	0.256829	98.181818
mAOC0482	mAOC-CD7	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	B;MKP;NK/T	CLP;ERYP;NK/T	NK/T	NK/T	CLP;NK/T	FALSE		clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	no_target_enrichment	No threshold and no clear target raw enrichment.	1		104	104	104	107.309029	112.096011	108.635463	4.786982	-3.460548	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.200554	NA	NA	NA	NA	622	NA	NA	98.392283
mAOC0485	mAOC-CD25	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MEBEMP-L;MKP;Monocyte	GMP-L;HSC_MPP;MEBEMP-L	MEBEMP-L			TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		9	NA	9	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	622	NA	NA	100
mAOC0486	mAOC-CD2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;MKP;NK/T	CLP;ERYP;NK/T	NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	539	539	539	-450.680857	-239.529913	-387.132518	211.150944	-147.602605	TRUE	0.819492	noise_3sd	0.819492	NA	0.670214	NA	0.473693	0.937602	NA	0.115266	0.382105	NA	0.502512	0.497488	NA	0.932723	NA	0.133492	NA	1.241628	165	13124	404.395024	1.366999	28.1366	6.470837	2.760687	1.134998	116	0.862069	1.244971	74.137931
mAOC0488	mAOC-CD62L	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T	NK/T	CLP;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	2	normalmixEM	367	367	367	-174.218396	-24.162456	-33.254504	150.05594	-9.092048	TRUE	0.802198	noise_3sd	0.802198	NA	0.660237	NA	0.432954	0.82793	NA	0.123081	0.356021	NA	0.62993	0.37007	NA	0.824409	NA	0.132977	NA	0.571902	76	13213	725.416182	1.399383	31.106473	7.344458	2.616482	1.030977	1274	0.706436	0.557636	95.290424
mAOC0490	mAOC-CD158a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	GMP-L;Monocyte;NK/T	GMP-L	GMP-L	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	136	136	136	-2.651996	55.141882	56.652185	57.793878	1.510303	TRUE	0.920047	noise_3sd	0.920047	NA	0.951755	NA	0.338937	1.385253	NA	0.193703	0.440459	NA	0.975842	0.024158	NA	1.649919	NA	0.004686	NA	0.022575	3	13286	148.53913	2.084951	31.352044	19.426041	2.941253	1.454553	116	0	0.022774	90.517241
mAOC0492	mAOC-CD115	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		threshold_uncertain	First two components have high overlap.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	217	217	217	26.469897	60.083414	49.881787	33.613517	-10.201628	TRUE	0.977131	noise_3sd	0.977131	NA	0.495788	NA	0.494863	0.497064	NA	0.160756	0.221787	NA	0.583488	0.416512	NA	0.005754	NA	0.3777	NA	0.052675	7	13282	394.883695	6.372358	4.57695	8.021189	9.221926	1.038129	195	0	0.05346	95.384615
mAOC0496	mAOC-CD272	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.85	MKP;Monocyte;NK/T	B;Monocyte;NK/T	Monocyte;NK/T	NK/T	B;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	2	normalmixEM	456	456	456	-351.814821	-108.94114	-110.943548	242.873681	-2.002408	TRUE	0.879417	noise_3sd	0.879417	NA	0.737218	NA	0.470398	0.986317	NA	0.13634	0.396807	NA	0.656923	0.343077	NA	0.967686	NA	0.104974	NA	0.662202	88	13201	885.395537	1.410168	27.213077	7.027239	2.886665	1.222966	1274	0.863422	0.640866	93.799058
mAOC0500	mAOC-CD16a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	GMP-L;MKP;Monocyte	MEBEMP-L;Monocyte;NK/T	Monocyte	Monocyte	Monocyte;NK/T	FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	NA		35	NA	35	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.781994	NA	NA	NA	NA	311	NA	NA	98.713826
mAOC0505	mAOC-CD35	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	B;GMP-L;Monocyte	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	1734	1734	1734	-5515.988213	-4206.283118	-3953.744982	1309.705096	252.538135	TRUE	0.975958	noise_3sd	0.975958	1.647852	0.697614	1.30942	0.554762	0.762262	2.660939	0.140399	0.295197	0.870727	0.219812	0.282113	0.498075	0.47636	1.628475	0.141612	0.038915	7.126195	947	12342	143.077847	109.152674	36.098842	8.101931	2.334892	2.500481	847	95.749705	1.093072	1.062574
mAOC0506	mAOC-CD31	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;Monocyte;NK/T	CLP;HSC_MPP;MKP				FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	789	789	789	-860.932833	-311.986993	-241.410617	548.94584	70.576376	TRUE	0.794033	noise_3sd	0.794033	1.637057	0.671665	1.371132	0.493428	0.881854	1.540978	0.100202	0.251734	0.502754	0.508678	0.372265	0.119057	1.103683	0.873604	0.093739	0.053398	2.001656	266	13023	439.738906	NA	32.290167	5.724668	2.404499	1.208431	0	NA	NA	NA
mAOC0507	mAOC-CD11c	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;MKP;NK/T	CLP;GMP-L;Monocyte			Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	1		111	111	111	125.341126	123.562909	115.491283	-1.778217	-8.071627	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.722902	NA	NA	NA	NA	195	NA	NA	97.948718
mAOC0508	mAOC-CD157	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MKP;Monocyte	MKP;Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	2	normalmixEM	471	471	471	-335.364663	-107.801604	-122.440099	227.563059	-14.638495	TRUE	0.857028	noise_3sd	0.857028	NA	0.703577	NA	0.461035	0.995047	NA	0.131997	0.316815	NA	0.596127	0.403873	NA	1.189832	NA	0.091722	NA	0.955678	127	13162	793.745786	6.208695	19.845514	6.990374	3.673506	1.152001	195	2.051282	0.939362	91.794872
mAOC0509	mAOC-CD277	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	B;ERYP;NK/T	NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	471	471	471	-283.614794	-79.880543	-89.664723	203.734251	-9.78418	TRUE	0.844231	noise_3sd	0.844231	NA	0.691313	NA	0.464005	0.947712	NA	0.126742	0.314795	NA	0.590663	0.409337	NA	1.095508	NA	0.105972	NA	0.887952	118	13171	782.257574	NA	20.241386	6.688069	3.576639	1.1273	0	NA	NA	NA
mAOC0518-1	mAOC-ACVR2B	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L				FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	419	419	419	-167.377555	1.092738	18.186522	168.470293	17.093783	FALSE	0.755808	noise_3sd	0.755808	1.378271	0.615734	1.234221	0.427079	0.74054	1.302939	0.109576	0.212577	0.492946	0.622557	0.325988	0.051456	0.973018	0.797137	0.117255	0.026039	0.624577	83	13206	203.535813	NA	30.165956	6.771574	2.638812	1.022925	0	NA	NA	NA
mAOC0519-1	mAOC-CD246	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	CLP;HSC_MPP;Monocyte	Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	458	458	458	-113.609393	70.831163	59.789356	184.440557	-11.041807	FALSE	0.724988	noise_3sd	0.724988	NA	0.616767	NA	0.433834	0.829331	NA	0.097051	0.275869	NA	0.607012	0.392988	NA	1.060539	NA	0.102992	NA	0.850327	113	13176	522.121236	NA	20.911831	6.472064	3.460926	0.978013	0	NA	NA	NA
mAOC0520	mAOC-TNFA	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	llm_marker_prior	0.85	B;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched_low_count	Very few positive cells, but positives are target-enriched; treat as biologically plausible but unstable.	2	normalmixEM	138	138	138	152.970774	166.724021	156.764065	13.753247	-9.959956	FALSE	0.541694	noise_3sd	0.541694	NA	0.449263	NA	0.282682	0.497885	NA	0.086337	0.141725	NA	0.786982	0.213018	NA	0.943613	NA	0.099038	NA	0.097825	13	13276	385.254721	7.658833	12.079494	10.366761	5.897375	0.625887	311	1.286174	0.069348	91.961415
mAOC0522-1	mAOC-CD350	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T					FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	587	587	587	-421.44543	-85.725878	-76.285639	335.719553	9.440238	TRUE	0.796677	noise_3sd	0.796677	NA	0.678817	NA	0.476361	0.96379	NA	0.106772	0.354404	NA	0.568115	0.431885	NA	1.056926	NA	0.103174	NA	1.234103	164	13125	543.835082	NA	25.236765	6.167119	2.966707	1.13559	0	NA	NA	NA
mAOC0523-1	mAOC-GLP1R	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP				FALSE		clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	no_target_threshold_unavailable	No expected target groups and no usable threshold was selected.	1		161	161	161	132.273499	126.967811	122.33946	-5.305688	-4.628351	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC0524	mAOC-GPC2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;NK/T	NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	228	228	228	40.072992	93.600922	86.131177	53.527931	-7.469745	TRUE	0.725287	noise_3sd	0.725287	NA	0.576956	NA	0.37115	0.700415	NA	0.118046	0.219938	NA	0.676918	0.323082	NA	0.974205	NA	0.120296	NA	0.233276	31	13258	938.203344	NA	14.368902	8.667444	4.942076	0.904257	0	NA	NA	NA
mAOC0525	mAOC-HTR2B	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	B;MEBEMP-L;MKP	B			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	277	277	277	154.546024	183.980975	172.694622	29.434951	-11.286353	TRUE	0.764983	noise_3sd	0.764983	NA	0.612347	NA	0.378301	0.677381	NA	0.128894	0.173576	NA	0.782508	0.217492	NA	0.988791	NA	0.104135	NA	0.1505	20	13269	815.566989	NA	11.010748	7.210839	5.541274	0.860129	0	NA	NA	NA
mAOC0526	mAOC-CD213a2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;HSC_MPP;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	271	271	271	61.069938	118.095414	109.580511	57.025476	-8.514903	TRUE	0.656193	noise_3sd	0.656193	NA	0.513875	NA	0.359545	0.668436	NA	0.098883	0.194915	NA	0.555993	0.444007	NA	1.051377	NA	0.127879	NA	0.481601	64	13225	769.935021	NA	15.194148	7.890723	4.619475	0.810646	0	NA	NA	NA
mAOC0527	mAOC-CD220	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	B;GMP-L;NK/T	B;NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	516	516	516	-125.129468	65.748294	54.92249	190.877762	-10.825804	FALSE	0.760775	noise_3sd	0.760775	NA	0.646407	NA	0.457777	0.860804	NA	0.100999	0.268376	NA	0.610047	0.389953	NA	1.091102	NA	0.100687	NA	0.985778	131	13158	460.29791	NA	19.766797	5.948715	3.5147	0.993494	0	NA	NA	NA
mAOC0528	mAOC-Galectin-3	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.9	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	1		150	150	150	157.08954	151.813687	145.426136	-5.275853	-6.387551	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.146435	NA	NA	NA	NA	195	NA	NA	97.948718
mAOC0529	mAOC-CD257	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.85	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	Monocyte	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	2	normalmixEM	237	237	237	62.263709	127.035646	113.691871	64.771937	-13.343776	TRUE	0.729728	noise_3sd	0.729728	NA	0.602881	NA	0.380878	0.713757	NA	0.116283	0.225714	NA	0.73856	0.26144	NA	0.973338	NA	0.102213	NA	0.195651	26	13263	1293.974007	7.758373	14.114706	8.561345	4.986327	0.924291	195	1.025641	0.18329	96.410256
mAOC0530	mAOC-CD279	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	B;ERYP;MEBEMP-L	B	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		threshold_uncertain	First two components have high overlap.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	255	255	255	230.708662	243.587882	232.459243	12.879219	-11.128639	TRUE	0.577466	noise_3sd	0.577466	NA	0.44451	NA	0.339542	0.507232	NA	0.079308	0.15584	NA	0.529805	0.470195	NA	0.713124	NA	0.209213	NA	0.248326	33	13256	139.630075	2.685171	14.028973	6.875306	4.666479	0.691885	116	0	0.250512	85.344828
mAOC0531	mAOC-TNFSF12	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	CLP;HSC_MPP;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	263	263	263	59.05964	108.106487	97.093676	49.046846	-11.01281	TRUE	0.743441	noise_3sd	0.743441	NA	0.57628	NA	0.372777	0.710901	NA	0.123555	0.18648	NA	0.664676	0.335324	NA	1.090601	NA	0.111943	NA	0.278426	37	13252	589.169158	NA	10.048179	7.724863	6.023361	0.88595	0	NA	NA	NA
mAOC0532	mAOC-CD314	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;MKP;NK/T	MKP;NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	2	normalmixEM	544	544	544	-342.976331	-97.446321	-92.908489	245.53001	4.537832	TRUE	0.812407	noise_3sd	0.812407	NA	0.672378	NA	0.471585	0.943131	NA	0.113607	0.32082	NA	0.541813	0.458187	NA	1.085444	NA	0.110371	NA	1.181428	157	13132	590.392288	2.17818	21.923539	6.244584	3.308326	1.11186	116	7.758621	1.12351	70.689655
mAOC0533	mAOC-CD274	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	3	normalmixEM	589	589	589	-314.128298	-120.240174	-108.191811	193.888124	12.048363	TRUE	0.81495	noise_3sd	0.81495	1.605954	0.656787	1.507701	0.464518	0.8774	1.644071	0.116811	0.242851	0.072913	0.538011	0.436058	0.025931	1.147971	2.427985	0.106072	0.002854	1.241628	165	13124	420.638945	4.495182	21.668724	5.738471	3.255788	1.077388	195	1.538462	1.237208	90.769231
