feature_id	feature_name	target_class	assay	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	fit_input	gmm_status	gmm_message	gmm_quality_status	gmm_quality_message	adt_signal_class	adt_signal_reason	selected_k	fit_method	fit_n_cells	fit_n_cells_full	fit_n_unique	bic_k1	bic_k2	bic_k3	bic_delta_2_vs_1	bic_delta_3_vs_2	sigma_corrected	selected_threshold_clr	selected_threshold_method	threshold_noise_3sd	threshold_mid_3sd	threshold_intersection_1_2	threshold_intersection_2_3	component1_mean	component2_mean	component3_mean	component1_sd	component2_sd	component3_sd	component1_weight	component2_weight	component3_weight	separation_1_2	separation_2_3	overlap_1_2	overlap_2_3	positive_rate	positive_n_cells	negative_n_cells	snr_raw	tnr_raw	positive_cv_raw	si_raw	rd_raw	dr_raw	target_n_cells	target_positive_rate	non_target_positive_rate	target_dropout_pct
mAOC0618	mAOC-SORT1	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	MEBEMP-L;MKP;Monocyte	MKP;Monocyte			FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	3000	4125	4119	-8262.668106	-6359.768815	-6138.497073	1902.89929	221.271742	TRUE	1.065735	noise_3sd	1.065735	1.88918	0.839958	1.43017	0.597011	1.122157	2.411201	0.156241	0.255675	0.696759	0.196365	0.176455	0.62718	1.274886	1.353422	0.035573	0.069239	21.64196	2876	10413	152.343009	NA	30.978577	4.6609	2.331368	2.228739	0	NA	NA	NA
mAOC0619	mAOC-ROR2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	670	670	670	-736.817556	-446.681282	-422.252066	290.136274	24.429216	TRUE	0.846552	noise_3sd	0.846552	1.362001	0.689749	1.076775	0.478595	0.862259	1.252875	0.122652	0.16658	0.423158	0.461817	0.243625	0.294558	1.32649	0.662354	0.056253	0.116379	1.866205	248	13041	336.586625	NA	27.605841	6.220443	2.775007	1.227867	0	NA	NA	NA
mAOC0629	mAOC-TSPAN8	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	HSC_MPP;MKP;NK/T	HSC_MPP;MEBEMP-L;MKP	HSC_MPP;MKP			FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	2282	2282	2282	-4731.740243	-3260.900705	-3125.295903	1470.839538	135.604802	TRUE	0.939955	noise_3sd	0.939955	1.07541	0.817661	0.999928	0.570903	0.918205	1.699785	0.123017	0.052402	0.566849	0.261339	0.093786	0.644876	1.979843	1.262138	0.008443	0.039469	10.723154	1425	11864	159.6755	NA	29.667222	5.010444	2.472041	1.701061	0	NA	NA	NA
mAOC0630	mAOC-CD84	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;MKP;Monocyte	B;MEBEMP-L;MKP	B;MKP			FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	NA		4	NA	4	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC363	mAOC-CD47	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	1054	1054	1054	-503.209763	147.655265	157.595816	650.865028	9.940551	TRUE	0.734651	noise_3sd	0.734651	NA	0.655029	NA	0.512658	0.869896	NA	0.073998	0.352967	NA	0.525808	0.474192	NA	0.836694	NA	0.116503	NA	2.483257	330	12959	125.347973	NA	27.355185	4.247012	2.50636	1.020665	0	NA	NA	NA
mAOC365	mAOC-CD29	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;GMP-L;MKP	ERYP;MKP;Monocyte	MKP			FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	NA		40	NA	40	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC366	mAOC-CD244	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;GMP-L;HSC_MPP;NK/T	llm_marker_prior	0.82	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	3000	6721	6699	-3588.060593	-820.055715	-84.166356	2768.004878	735.889359	TRUE	0.84037	noise_3sd	0.84037	1.0451	0.879875	1.018002	0.61076	0.970164	1.307763	0.076537	0.024979	0.42509	0.327468	0.151861	0.520671	3.540395	0.750104	9.5e-05	0.04243	30.318308	4029	9260	11.359063	4.807109	26.686048	2.055947	1.814156	1.133488	9539	40.213859	5.146667	35.611699
mAOC373	mAOC-CD81	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	GMP-L;MEBEMP-L;NK/T	NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	1191	1191	1191	-848.84728	-217.657754	-200.752667	631.189526	16.905087	TRUE	0.755168	noise_3sd	0.755168	1.57471	0.652547	1.23535	0.531337	0.815161	1.345997	0.07461	0.253183	0.314306	0.402118	0.44844	0.149442	0.865865	0.935412	0.125847	0.075906	3.79261	504	12785	128.900375	NA	25.939322	4.353522	2.623063	1.077572	0	NA	NA	NA
mAOC374	mAOC-CD32	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;MKP;NK/T	ERYP;MKP;Monocyte	MKP		Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	3	normalmixEM	64	64	64	-50.681143	-32.066153	-10.733407	18.61499	21.332746	TRUE	1.189041	noise_3sd	1.189041	0.685644	0.549167	0.705559	0.288554	0.605311	1.708468	0.300163	0.026778	0.555129	0.623471	0.343578	0.032951	0.968854	1.895762	0.065283	0.000727	0.01505	2	13287	1200	0	39.667041	28.198747	2.410674	1.770135	195	0	0.015274	100
mAOC375	mAOC-CD162	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	GMP-L;HSC_MPP	CLP;Monocyte;NK/T				FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	NA		10	NA	10	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC376	mAOC-CD357	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	GMP-L;MKP;NK/T	B;CLP;HSC_MPP		NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	no_target_enrichment	No threshold and no clear target raw enrichment.	1		85	85	85	86.828149	81.851375	83.184417	-4.976773	1.333042	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.908483	NA	NA	NA	NA	116	NA	NA	97.413793
mAOC377	mAOC-CD326	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	HSC_MPP;MEBEMP-L;Monocyte	ERYP;MEBEMP-L;MKP	MEBEMP-L			FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	NA		10	NA	10	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC378	mAOC-TGFBI	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	219	219	219	76.732068	97.490011	104.557924	20.757944	7.067912	FALSE	1.034744	noise_3sd	1.034744	NA	0.482531	NA	0.408478	0.500583	NA	0.208755	0.021581	NA	0.87895	0.12105	NA	0.399871	NA	0.10362	NA	0.01505	2	13287	86.729765	NA	11.95665	10.372301	5.936515	1.189481	0	NA	NA	NA
mAOC379	mAOC-CD68	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	HSC_MPP	CLP;MKP;Monocyte			Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		4	NA	4	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	195	NA	NA	100
mAOC381	mAOC-CD102	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	HSC_MPP;MEBEMP-L	ERYP;MEBEMP-L;MKP	MEBEMP-L	HSC_MPP		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		5	NA	5	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048461	NA	NA	NA	NA	8254	NA	NA	99.951539
mAOC382	mAOC-TIGIT	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;CLP;NK/T	NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	2	normalmixEM	193	193	193	126.961144	138.684216	130.051054	11.723072	-8.633162	FALSE	0.583147	noise_3sd	0.583147	NA	0.434027	NA	0.309248	0.550541	NA	0.0913	0.144873	NA	0.537129	0.462871	NA	1.021683	NA	0.14361	NA	0.270901	36	13253	561.770382	2.181945	10.167275	8.473469	6.199402	0.690642	116	1.724138	0.258104	85.344828
mAOC383	mAOC-CD146	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;MKP;NK/T	CLP;HSC_MPP;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	249	249	249	57.484918	102.98076	91.908661	45.495842	-11.072098	TRUE	0.797161	noise_3sd	0.797161	NA	0.62511	NA	0.368162	0.735155	NA	0.143	0.191417	NA	0.760839	0.239161	NA	1.097414	NA	0.095133	NA	0.195651	26	13263	803.986204	NA	10.743169	8.204943	5.91106	0.905903	0	NA	NA	NA
mAOC384	mAOC-CD158b2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	CLP;HSC_MPP	HSC_MPP;NK/T	HSC_MPP		NK/T	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		4	NA	4	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	116	NA	NA	100
mAOC386	mAOC-CD85j	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	B;HSC_MPP;MKP	B;CLP;Monocyte	B		Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		30	NA	30	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.321543	NA	NA	NA	NA	311	NA	NA	99.678457
mAOC387	mAOC-CD119	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	GMP-L;HSC_MPP;MEBEMP-L	B;HSC_MPP;Monocyte	HSC_MPP			FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_broad_signal	No expected target groups but most cells are above threshold.	3	normalmixEM	3000	12879	12551	-6244.084232	-6081.685429	-5618.704072	162.398803	462.981358	TRUE	0.954764	noise_3sd	0.954764	2.637573	0.789349	1.840275	0.656272	1.451561	2.414648	0.099497	0.395337	0.423504	0.053897	0.356054	0.590049	1.607183	1.176157	0.020456	0.109582	89.005945	11828	1461	6.812401	NA	27.816442	2.607152	1.811117	1.619716	0	NA	NA	NA
mAOC388	mAOC-CD305	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP;Monocyte	llm_marker_prior	0.85	HSC_MPP	CLP;Monocyte;NK/T		HSC_MPP	Monocyte	FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		1	NA	1	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011836	NA	NA	NA	NA	8449	NA	NA	99.988164
mAOC391	mAOC-CD304	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	HSC_MPP;MEBEMP-L;Monocyte	CLP;MEBEMP-L;Monocyte	MEBEMP-L;Monocyte			FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	NA		27	NA	27	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC392	mAOC-CD352	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	CLP;MKP;Monocyte	B;GMP-L;NK/T			B;NK/T	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		8	NA	8	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	768	NA	NA	100
mAOC411	mAOC-CD122	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	CLP;Monocyte;NK/T	HSC_MPP;MKP;NK/T	NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	1021	1021	1021	-804.404995	-285.003069	-191.333387	519.401926	93.669682	TRUE	0.625527	noise_3sd	0.625527	0.65875	0.507874	0.631163	0.446877	0.562299	0.968349	0.05955	0.03215	0.377342	0.212407	0.284775	0.502818	1.258691	0.991592	0.045349	0.049921	3.311009	440	12849	164.290313	4.403854	31.594118	4.852484	2.347678	1.033061	116	25.862069	3.112427	46.551724
mAOC413	mAOC-CD116	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	GMP-L;Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	GMP-L;Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	2259	2259	2259	-5591.20405	-3776.253659	-3220.843495	1814.950391	555.410165	TRUE	0.953842	noise_3sd	0.953842	1.118263	0.80239	1.025736	0.561949	0.915799	1.718765	0.130631	0.067488	0.845299	0.312675	0.121704	0.56562	1.786048	0.879686	0.015919	0.049731	8.744074	1162	12127	122.625148	11.037015	42.717914	4.712931	1.827687	1.785207	858	29.95338	7.280187	63.403263
mAOC415	mAOC-CD158b1	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	llm_marker_prior	0.95	B;Monocyte;NK/T			NK/T		FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	615	615	615	-471.173151	-171.494866	-131.145757	299.678285	40.349109	TRUE	0.753297	noise_3sd	0.753297	1.751637	0.627257	1.122105	0.46673	0.877656	1.665483	0.095522	0.291327	0.647583	0.469121	0.50424	0.026639	1.062239	0.839087	0.116279	0.01502	1.640455	218	13071	277.694747	6.776173	29.5993	6.122501	2.618929	1.071011	116	15.517241	1.518257	55.172414
mAOC416	mAOC-CD278	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	CLP;Monocyte;NK/T	ERYP;MKP;NK/T	NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	2	normalmixEM	423	423	423	154.288383	237.930027	219.734524	83.641645	-18.195503	FALSE	0.689292	noise_3sd	0.689292	NA	0.563114	NA	0.422538	0.671136	NA	0.088918	0.21257	NA	0.56194	0.43806	NA	0.824569	NA	0.163115	NA	0.639627	85	13204	270.002778	3.77953	16.784099	5.720744	3.882739	0.840068	116	5.172414	0.599712	72.413793
mAOC417	mAOC-CD18	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;CLP;Monocyte	CLP;Monocyte;NK/T	CLP;Monocyte			FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	3000	12271	12094	-9123.573308	-8891.441129	-8299.617774	232.132178	591.823356	TRUE	1.109228	noise_3sd	1.109228	2.354551	0.862354	1.610546	0.647676	1.324809	2.912742	0.153851	0.343247	0.893095	0.070364	0.146937	0.782699	1.36217	1.28438	0.018787	0.084933	79.276093	10535	2754	29.136269	NA	33.235786	2.786328	1.71161	2.308477	0	NA	NA	NA
mAOC419	mAOC-CD11a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	B;CLP;Monocyte	CLP;GMP-L;NK/T	CLP	Monocyte	NK/T	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	3000	11475	11312	-8850.65133	-8022.377015	-7876.403795	828.274316	145.97322	TRUE	1.091436	noise_3sd	1.091436	2.516346	0.85861	1.688531	0.638714	1.38245	2.713268	0.150908	0.377966	0.875328	0.092961	0.210416	0.696623	1.406265	1.061857	0.02412	0.12622	69.787042	9274	4015	26.599477	5.978048	33.728803	2.576006	1.668756	2.145743	311	88.424437	69.340422	1.607717
mAOC421	mAOC-CD37	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B	B	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	1151	1151	1151	-2392.274289	-1967.834558	-1956.295821	424.439731	11.538737	TRUE	1.028208	noise_3sd	1.028208	3.174172	0.795506	1.92007	0.518437	1.477576	2.119719	0.169924	0.565532	0.255163	0.328481	0.598884	0.072635	1.304143	0.782437	0.082613	0.072635	4.477387	595	12694	64.525339	34.286251	24.755872	6.6862	3.066684	1.748777	652	82.515337	0.451056	3.220859
mAOC422	mAOC-CD26	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;MKP;NK/T	CLP;NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	1719	1719	1719	-3214.565247	-1022.095551	-930.295575	2192.469696	91.799976	TRUE	0.758393	noise_3sd	0.758393	1.773401	0.68375	1.533967	0.559544	0.819842	2.134971	0.066283	0.317853	0.901208	0.461634	0.41933	0.119036	0.677619	1.078806	0.118421	0.034891	4.703138	625	12664	81.503815	13.888076	52.853717	4.378683	1.512831	1.357459	116	35.344828	4.433311	50
mAOC423	mAOC-CD39	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	397	397	397	-208.232095	-18.216555	7.885319	190.015539	26.101875	FALSE	0.800341	noise_3sd	0.800341	1.596165	0.667556	1.527977	0.448291	0.805891	1.59843	0.11735	0.263425	0.822911	0.674453	0.303334	0.022213	0.939138	0.729553	0.111336	0.010933	0.511701	68	13221	305.391822	NA	35.79628	7.011684	2.308467	1.084357	0	NA	NA	NA
mAOC426	mAOC-CD172a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	B;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	3000	7049	7028	-6686.305063	-3676.659513	-2745.726375	3009.64555	930.933138	TRUE	0.921899	noise_3sd	0.921899	2.494563	0.786006	2.23803	0.604034	1.256521	2.720136	0.105955	0.412681	1.043228	0.334269	0.570825	0.094906	1.258085	1.005293	0.08147	0.035387	31.123486	4136	9153	27.048073	48.507404	46.275526	2.35815	1.349928	1.389094	195	100	30.097755	0
